Wann?,Ort,Ortsteil,Strasse,Schaden?,Privat,Firma,Gaststätte,Sonstige,Meldung,Ortsdaten  www.gpsies.com/coordinate.do
03.01.2014,Künzelsau,,,,x,,,,"Einbruch in Jugendhütte In der Nacht zum Freitag, 03.01., brachen unbekannte Täter das mit einem Eisengitter gesicherte Fenster einer Jugendhütte auf, welche sich zwischen den Ortsteilen Nitzenhausen und Uzenbronnen befindet. Aus der Hütte entwendete der Täter im Anschluss eine Geldkasse mit ca. 50 Euro Bargeld sowie eine Flasche mit alkoholischem Getränk. Sachdienliche Hinweise von Personen, die Beobachtungen machen konnten, nimmt das Poli-zeirevier Künzelsau, 07940-940-440, entgegen.",
04.01.2014,Obrigheim,,Hochbäumel,,,x,,,"Ein bislang unbekannter Täter brach in der Nacht vom Freitag, dem 03.01.2014, auf Samstag, dem 04.01.2014, im Gewann Hochbäumel in eine Maschinenhalle ein und entwendete dort ein Stromaggregat, eine Motorsäge, ca. 300 Liter Diesel, mehrere Zapfwellenkupplungen, eine Gelenkstange sowie zwei Kompletträder im Wert von mehreren tausend Euro. Sachdienliche Hinweise nimmt das Polizeirevier Mosbach, Tel.: 06261/8090, entgegen.",
05.01.2014,Bad Rappenau,,Weinbrennerstraße,,,,x,,"In der Zeit von Samstag bis Sonntag wurde in Bad Rappenau in ein Clubheim in der Weinbrennerstraße sowie in zwei Imbissstuben im Bereich ""Zeitwald"" eingebrochen. Es wurde vermutlich nichts entwendet, aber Sachschaden in noch unbekannter Höhe hinterlassen. Hinweise nimmt das Polizeirevier Eppingen unter der Tel. Nr. 07262 60950 entgegen.",
05.01.2014,Bad Rappenau,,Weinbrennerstraße,,,,x,,"In der Zeit von Samstag bis Sonntag wurde in Bad Rappenau in ein Clubheim in der Weinbrennerstraße sowie in zwei Imbissstuben im Bereich ""Zeitwald"" eingebrochen. Es wurde vermutlich nichts entwendet, aber Sachschaden in noch unbekannter Höhe hinterlassen. Hinweise nimmt das Polizeirevier Eppingen unter der Tel. Nr. 07262 60950 entgegen.",
05.01.2014,Bad Rappenau,Bonfeld,Einfamilienhaus,,x,,,,"In den Nachmittagsstunden des Sonntags drangen bisher noch unbekannte Einbrecher in ein Einfamilienhaus in Bad Rappenau-Bonfeld ""Im Schänzle"" ein. Die Einbrecher durchsuchten das Haus und stahlen Bargeld, Schmuck sowie Münzen. Der Wert des Diebesgutes muss noch ermittelt werden. Die Unbekannten richteten erheblichen Sachschaden an. Hinweise nimmt das Polizeirevier Eppingen unter der Tel. Nr. 07262 60950 entgegen.",
05.01.2014,Bretzfeld,,Egertenstraße,,x,,,,"In der Zeit vom Freitag, 27.12.13 bis zum Sonntag, 05.01.14, wurde in ein Wohnhaus in Bretzfeld-Waldbach in der Egertenstraße eingebrochen. Während der Abwesenheit der Eigentümer wurde ein Kellerfenster aufgehebelt. Nach ersten Erkenntnissen wurde nichts entwendet. Hinweise an den Polizeiposten Bretzfeld, 07946 940010",
05.01.2014,Dörzbach,,Bachgasse,,x,,,,"In der Zeit von Samstag, 20.00 Uhr bis Sonntag, 08.00 Uhr drang ein bislang Unbekannter in eine Gartenhütte in der Dörzbacher Bachgasse ein. Aus dem Innern der Hütte ließ der Einbrecher zwei Taschenlampen, zwei Bambusfackeln und eine Flasche Lampenöl mitgehen. Der Gesamtwert des Diebesgutes dürfte bei deutlich über 100 Euro liegen. Sachdienliche Hinweise nimmt die Polizei Künzelsau unter der Tel.Nr.: 07940 940-0 entgegen.",
06.01.2014,Künzelsau,,Hauptstraße,10.000,,x,,,"Mit einem Einbruch sind derzeit die Beamten des Künzelsauer Polizeireviers beschäftigt. In der Zeit von Samstag, 14.00 Uhr, bis Montag, 11.45 Uhr, waren Unbekannte in den Verkaufsraum eines Geschäftes in der Künzelsauer Hauptstraße eingedrungen. Bei ihrer Einbruchstour ließen die Täter mehrere hundert Euro Bargeld und Zigaretten im Gesamtwert von über 10.000 Euro mitgehen. Möglicherweise wurde für die Ausübung der Tat ein Kleinbus verwendet, mit welchem auch das Diebesgut eventuell abtransportiert wurde. Weitere Ermittlungen sind derzeit noch im Gange. Sachdienliche Hinweise nimmt die Polizei Künzelsau unter der Tel.Nr.: 07940 940-0 entgegen.",
06.01.2014,Lehrensteinsfeld,,Willsbacher Straße,,x,,,,"Ein bislang Unbekannter brach am Montag, in der Zeit von 11.30 Uhr bis 20.00 Uhr, in ein Wohnhaus in der Lehrensteinsfelder Willsbacher Straße ein. Der Täter hebelte zunächst eine Tür auf und konnte so in das Innere des Gebäudes gelangen. Dort durchsuchte er mehrere Behältnisse. Insgesamt fielen dem Einbrecher mehrere hundert Euro Bargeld in die Hände. Andere Gegenstände blieben unbehelligt. Sachdienliche Hinweise nimmt die Polizei Weinsberg unter der Tel.Nr.: 07134 992-0 entgegen.",
06.01.2014,Öhringen,Verrenberg,,,x,,,,"Ein bislang Unbekannter hatte in der Nacht zum Montag versucht, in eine Wohnung in Öhringen-Verrenberg, Wiesenkelter einzubrechen. Der Täter hatte hierbei versucht, mit einem unbekannten Werkzeug die Wohnungstür aufzuhebeln, was ihm jedoch misslang. Die Wohnung konnte nicht betreten werden. Weitere Ermittlungen dazu sind im Gange. Sachdienliche Hinweise nimmt die Polizei Öhringen unter der Tel.Nr.: 07941 930-0 entgegen.",
06.01.2014,Weinsberg,Gellmersbach,Hohe Straße,,x,,,,Unbekannte Täter brachen im Zeitraum vom 23.12.13 - 06.01.14 in ein Wohnhaus in der Hohe Straße in Gellmersbach ein. Die Täter wuchteten ein Fenster des Hauses auf und gelangten so in die Wohnung. Entwendet wurden verschiedene Schmuckstücke deren Wert noch unbekannt ist. Am Fenster entstand ein Sachschaden von circa 500 Euro. Sachdienliche Hinweise nimmt das Polizeirevier Weinsberg unter der Nummer 07134 992 0 entgegen.,
07.01.2014,Abstatt,,Seeacker,,,x,,,"Ein Hochbaulaser samt Stativ und Zubehör fielen einem bislang Unbekannten in der Zeit von Donnerstag, 19. Dezember 2013 bis Dienstag, 07. Januar 2014 in Abstatt in die Hände. Der Täter hatte einen in der Straße ""Seeacker"" abgestellten Baucontainer aufgebrochen und ließ die Geräte mitgehen. Auf dem benachbarten Häckselplatz wurde vermutlich im gleichen Tatzeitraum eine Grabenwalze gestohlen. Der Wert des Diebesgutes ist derzeit noch nicht exakt bezifferbar. Hinweise nimmt die Polizei Untergruppenbach unter der Tel.Nr.: 07131/644630 entgegen.",
07.01.2014,Heilbronn,Sontheim,,,,x,,,Unbekannte Täter brachen in der Zeit vom 04. - 07.01.2014 in eine Apotheke in Heilbronn-Sontheim ein. Entwendet wurden Bargeld und Medikamente in bisher unbekanntem Wert. Sachdienliche Hinweise nimmt das Polizeirevier Heilbronn unter der Nummer 07131 104 2500 entgegen.,
08.01.2014,Erlenbach,,Erlenbacher Straße,,,,,Kindergarten,"Die beiden Kindergärten in der Erlenbacher Straße ""In den Hüttenäckern"" wurden in der Nacht zum Mittwoch von einem bislang Unbekannten heimgesucht. In einem Fall fiel dem Einbrecher offenbar nichts Stehlenswertes in die Hände, während bei der anderen Tat eine geringe Summe Bargeld sowie ein Laptop samt Zubehör entwendet wurde. Der angerichtete Sachschaden dürfte bei fast 2.000 Euro liegen. Hinweise nimmt die Polizei Neckarsulm unter der Tel.Nr.: 07132 9371-0 entgegen.",
08.01.2014,Schwaigern,,Paul-Gerhardt-Straße,1.000,x,,,,"Durch ein aufgebrochenes Fenster gelangte am Mittwoch, in der Zeit von 17.00 Uhr bis 19.00 Uhr ein bislang unbekannter Einbrecher in ein Wohnhaus in der Schwaigerner Paul-Gerhardt-Straße. Im Haus wurden sämtliche Behältnisse durchwühlt. Dem Täter fielen bei seinem Beutezug einige Schmuckstücke in die Hände. Der angerichtete Sachschaden wird auf rund 1.000 Euro geschätzt. Sachdienliche Hinweise nimmt die Polizei Lauffen unter der Tel.Nr.: 07133 2090 entgegen.",
09.01.2014,Heilbronn,,Brückenstraße,,,,x,,"Auf eine Gaststätte in der Heilbronn Brückenstraße hatten es in der Nacht zum Donnerstag zwei Unbekannte abgesehen. Gegen 03.00 Uhr brachen die Täter ein Fenster auf, um in das Gebäudeinnere zu gelangen. Vermutlich wurden die Einbrecher jedoch gestört, sodass diese noch vor dem Eintreffen der Polizei flüchten konnten. Sachdienliche Hinweise nimmt die Polizei Heilbronn-Böckingen unter der Tel.Nr.: 07131 204060 entgegen.",
10.01.2014,Öhringen,,Cappelrain,,,,,Kindergarten,"Der Raum der katholischen Kirchengemeinde im Öhringer ""Cappelrain"" war am Freitag, kurz nach Mitternacht das Ziel eines bislang unbekannten Einbrechers. Nach dem bisherigen Stand der Ermittlungen hatte der Täter durch ein Fenster den Innenraum des dort untergebrachten Kindergartens betreten. Dort brach der Einbrecher mehrere Türen auf. Der angerichtete Sachschaden dürfte beträchtlich sein. Ob etwas gestohlen wurde, steht noch nicht fest. Trotz einer sofort eingeleiteten Fahndung gelang dem Täter die Flucht. Den ersten Erkenntnissen nach, könnte es sich um eine männliche Person handeln, deren Größe etwa 180 cm beträgt, die eine kräftige Figur hat und zur Tatzeit mit einer hellen Jacke und einer dunklen Hose bekleidet war. Sachdienliche Hinweise nimmt die Polizei Öhringen unter der Tel.Nr.: 07941 930-0 entgegen.",
10.01.2014,Öhringen,,Röntgenstraße,,,,,Kindergarten,"In der Nacht von Donnerstag auf Freitag waren zwei Kindergärten in der Röntgenstraße und Hungerfeldstraße in Öhringen das Ziel von Einbrechern. Nach dem Aufhebeln von Fenstern konnten die Einbrecher in die Kindergärten gelangen und jeweils einen geringen Bargeldbe-trag auffinden. Sie hinterließen einen Sachschaden von über 1000 Euro. Hinweise an das Polizeirevier Öhringen, Tel. 07941/9300.",
10.01.2014,Öhringen,,Röntgenstraße,,,,,Kindergarten,"In der Nacht von Donnerstag auf Freitag waren zwei Kindergärten in der Röntgenstraße und Hungerfeldstraße in Öhringen das Ziel von Einbrechern. Nach dem Aufhebeln von Fenstern konnten die Einbrecher in die Kindergärten gelangen und jeweils einen geringen Bargeldbe-trag auffinden. Sie hinterließen einen Sachschaden von über 1000 Euro. Hinweise an das Polizeirevier Öhringen, Tel. 07941/9300.",
10.01.2014,Öhringen,,Büttelbronner Straße,,,,,Schule,"In der Nacht von Donnerstag auf Freitag brachen unbekannte Täter in eine Schule in der Büttelbronner Straße in Öhringen ein. Nachdem sie in das Schulgebäude gelangt waren, durchsuchten sie dieses. Nach bisherigen Kenntnisstand wurde nichts entwendet. Hinweise an das Polizeirevier Öhringen, tel. 07941/9300.",
11.01.2014,Eppingen,,Brettener Straße,1.000,,x,,,"Am Samstag, kurz nach Mitternacht, versuchten Unbekannte in ein Autohaus in Eppingen in der Brettener Straße einzubrechen. Nachdem verschiedene Türen und Fenster aufgebrochen bzw. eingeschlagen worden waren, ließen sie offensichtlich von ihrem Vorhaben ab. Sie hinterließen einen Sachschaden von mind. 1000 Euro. Hinweise an das Polizeirevier Eppingen, Tel. 07262/60950.",
11.01.2014,Ilsfeld,Auenstein,Schulstraße,,x,,,,"Am vergangenen Samstag, in der Zeit zwischen 13.45 Uhr und 17.25 Uhr gelangten bislang unbekannte Täter durch ein Fenster einer Einliegerwohnung in den Wohnbereich eines Objektes in der Schulstraße. In den Räumlichkeiten wurden Schränke und Kommoden durchwühlt. Vermutlich wurden die Täter bei der Tatbegehung gestört, da sie über das Erkerfenster des Esszimmers im Erdgeschoß flüchteten. Dieses Erkerfenster ist der Straßenseite zugewandt, der oder die Täter gingen also das Risiko ein, gesehen zu werden. Im Gebäude selbst waren offen ein Laptop und andere elektronische Geräte abgelegt. Weiterhin wurden zwei hochwertige Armbanduhren nicht mitgenommen, obwohl auch diese offen in den Räumlichkeiten zugänglich waren. Vermutlich hatte der Täter keine Zeit diese Gegenstände mitzunehmen. Durch die Polizei konnte vor Ort Spurensicherung betrieben werden. Sachdienlich Hinweise nimmt das Polizeirevier Weinsberg unter Telefon 07134/9920 entgegen.",
11.01.2014,Offenau,,,,x,,,,"Langfinger gehen Einfamilienhaus an Bislang unbekannte Täter gelangten im Laufe der gestrigen Nacht in der Zeit zwischen 15.00 Uhr und 00.30 Uhr über den von der Straßenseite her frei zugänglichen Garten eines Wohnhauses am nördlichen Ortsrand von Offenau und gelangten so auf die Rückseite des dortigen Einfamilienhauses. Dort machten sie sich zunächst an den Rollläden der Terrassentüre und eines danebenliegenden Fensters zu schaffen und schoben diese zur Hälfte auf. Anschließend hebelten sie das hölzerne Fenster des Arbeitszimmers auf. Die geöffnete Terrassentüre sicherten sie mit vor Ort vorgefundenen Möbelstücken gegen Zufallen, wohl um einen schnellen Fluchtweg offenzuhalten. Die Täter gelangten jedenfalls in das Gebäude, durchsuchten und durchwühlten Behältnisse und Zimmer im gesamten Erdgeschoßbereich. Der oder die Täter entwendeten Schmuck im Gesamtwert von mehreren tausend Euro. Andere hochwertige Gegenstände blieben unberührt. Anhand der Spurenlage geht die Polizei von mindestens zwei Tätern aus. Aufgrund der umfangreichen Spurenlage hat auch die Kriminalpolizei die Ermittlungen aufgenommen. Sachdienliche Hinweise zu dem Einbruch nimmt das Polizeirevier Neckarsulm unter Telefon 07132/93710 entgegen.",
11.01.2014,Öhringen,,Schillerstraße,,,x,,,"Einbruch in Bürogebäude In der Nacht zum vergangenen Samstag, in der Zeit zwischen 18.15 Uhr und 10.15 Uhr such-ten Einbrecher in der Schillerstraße die Räumlichkeiten eines dortigen Bürogebäudes heim. Offensichtlich mit brachialer Gewalt drückten sie die hölzerne Eingangstüre des 3-stöckigen Gebäudes auf. Im Anschluss wurden im Gebäude sämtliche Büroräumlichkeiten durchsucht. Aus einem Büro im Erdgeschoß wurden aus einer Geldkassette mehrere hundert Euro entwendet. Ferner wurden im 1. Stock die Kaffeekasse entleert. Weiterer Diebstahlschaden entstand nach den bisherigen Ermittlungen nicht. Der angerichtete Sachschaden an Türen und Mobiliar beträgt ca. 500 Euro. Sachdienliche Hinweise auf den oder die Täter werden an das Polizeirevier Öhringen unter Telefon 07941/930245 erbeten.",
12.01.2014,Heilbronn,,,,,,x,,"In eine Heilbronner Gaststätte brachen in der Nacht zum Sonntag bislang unbekannte Täter ein und entwendeten Zigaretten mit noch unbekanntem Wert. Nachdem sie die Eingangstüre des Lokals am Kaiser-Friedrich-Platz aufgehebelt hatten, gelangten die Einbrecher in die Räumlichkeiten. Dort brachen sie einen aufgestellten Zigarettenautomaten auf und stahlen aus diesem sämtliche Zigaretten. Die Polizei bittet Zeugen, sich unter Telefon 07131/104-2500 zu melden.",
12.01.2014,Neckarsulm,,Audi AG Straße,,,x,,,"Unbekannte Täter entwendeten zwischen Donnerstag, dem 12. Dezember 2013 und Mittwoch, dem 08. Januar 2014 diverse Sanitärartikel auf einer Baustelle in der Audi AG Straße. Es handelt sich um zwei Automatikbatterien inklusive Stromversorgung, 22 normale Einhebelmischbatterien, drei WC-Drückerplatten, 25 Eckventile, zwei Siphons, drei Kombieckventile und zwei Auslaufventile. Das Diebesgut hat einen Gesamtwert in Höhe von zirka 3400 Euro. Sachdienliche Hinweise nimmt die Polizei in Neckarsulm unter der Telefonnummer: 07132 9371-0 gerne entgegen.",
12.01.2014,Offenau,,Goethestraße,,x,,,,"Mehrere hundert Euro Bargeld, etwas Schmuck sowie ein Mobiltelefon erbeuteten bislang unbekannte Täter bei einem Einbruch in Offenau. In der Zeit zwischen 19 Uhr und 23 Uhr verschafften sich die Unbekannten gewaltsam Zutritt in eine Erdgeschosswohnung in der Goethestraße und durchstöberten dort das Inventar nach Stehlenswertem. Zeugen, die verdächtige Wahrnehmungen gemacht haben werden gebeten, sich mit der Neckarsulmer Polizei unter Telefon 07132/93710 in Verbindung zu setzen.",
13.01.2014,Haßmersheim,,Wilhelm-Hauff-Straße,,x,,,,Auf ein Wohnhaus in der Haßmersheim-Neckarmühlbacher Wilhelm-Hauff-Straße hatte es ein bislang Unbekannter am Montag abgesehen. Der Einbrecher hebelte in der Zeit von 08.30 Uhr bis 14.40 Uhr eine Tür auf und konnte so in das Innere des Gebäudes gelangen. Dort durchsuchte der Täter sämtliche Räume und das Mobiliar. Nach dem bisherigen Ermittlungsstand hatte es der Unbekannte ausschließlich auf Bargeld abgesehen. Selbst die Kindersparbüchse blieb nicht unbehelligt. Sachdienliche Hinweise nimmt die Polizei Diedesheim unter der Tel.Nr.: 06261 6757-0 entgegen.,
15.01.2014,Bad Rappenau,,Amtshausstraße,,,,x,,"Das Sportheim in Bad Rappenau-Treschklingen, in der Amtshausstraße, war in der Nacht zum Mittwoch das Ziel eines Einbrechers. Der Täter schlug eine Scheibe ein und konnte so in das Innere des Gebäudes gelangen. Auf Grund der Spurenlage hatte es der Unbekannte vermutlich gezielt auf Bargeld abgesehen, allerdings fiel ihm nur ein sehr geringer Bargeldbetrag in die Hände. Sachdienliche Hinweise nimmt die Polizei Bad Rappenau unter der Tel.Nr.: 07264 95900 entgegen.",
15.01.2014,Eppingen,,Scheuerlesstraße,,,x,,,Eine geringe Summe Bargeld und einen PC erbeutete ein bislang Unbekannter bei einem Einbruch in eine Firma in der Eppinger Scheuerlesstraße. Der Täter hatte dort in der Nacht zum Mittwoch ein Fenster aufgewuchtet und konnte so in das Innere des Betriebes gelangen. Zusätzlich zu seiner erlangten Beute richtete der Einbrecher auch noch einen Sachschaden von mehreren hundert Euro an. Sachdienliche Hinweise nimmt die Polizei Eppingen unter der Tel.Nr.: 07262 6095-0 entgegen.,
15.01.2014,Massenbachhausen,,Jahnstraße,,,,x,,Auf das Massenbachhausener Sportheim in der Jahnstraße hatte es ein bislang Unbekannter in der Nacht zum Mittwoch abgesehen. Der Einbrecher hatte ein Fenster aufgebrochen und konnte so in das Gebäudeinnere gelangen. Insgesamt erbeutete der Täter dort wenige Euro Bargeld und einen Flachbildfernsehgerät. Sachdienliche Hinweise nimmt die Polizei Leintal unter der Tel.Nr.: 07138 810630 entgegen.,
18.01.2014,Leingarten,,Breitwiesen,,,,x,,"In der Nacht von Donnerstag auf Freitag drangen unbekannte Täter in die Sportgaststätte, Breitwiesen , ein. Die unbekannten Täter zersägten auf der Gebäuderückseite Metallverankerungen eines Schutzgitters am Toilettenfensters und konnten so in den Gastraum eindringen. Es wurden dort mehrere Schubladen und Regale durchsucht. Erbeuten konnten die Täter nur etwas Bargeld. Hinweise bitte an das Polizeirevier Lauffen, Tel.Nr. 07133/2090",
