Datum,Gemeinde,Ortsteil,Straße,Kategorie,Einbruchsversuch,Täter festgenommen?,ganze Polizei-Meldung
04.12.2014,Flein,,Heilbronner Straße ,Einkaufsmöglichkeit,,,"Ein Firmengebäude in der Fleiner Straße ""Schichtäcker"" und eine Metzgerei in der Heilbronner Straße waren in der Nacht zum Donnerstag die Ziele eines Unbekannten. In beiden Fällen hatte sich ein Einbrecher gewaltsam Zugang zu dem Räumen verschafft. Dem Täter fiel dabei eine gewisse Summe an Bargeld in die Hände, außerdem richtete er einen Gesamtsachschaden von mehreren tausend Euro an. Sachdienliche Hinweise nimmt die Polizei Untergruppenbach unter der Tel.Nr.: 97131 64463-0 entgegen."
04.12.2014,Kupferzell,,Sallstraße,,,,In der Öhringer Bernhard-Sporer-Straße hebelten Einbrecher in der Zeit zwischen 17.40 und 18 Uhr ein Küchenfenster an einem Wohnhaus auf und stiegen durch dieses ein. Im Innern suchten sie nach Wertgegenständen und nahmen Schmuck in noch nicht bekanntem Wert mit.
04.12.2014,Öhringen,,Bernhard-Sporer-Straße,,,,"In Kupferzell hatten sich Diebe zwischen 12.30 und 18 Uhr ein Einfamilienhaus in der Sallstraße ausgesucht. Auch hier wuchteten sie ein Fenster im Erdgeschoss auf und gelangten durch dieses ins Gebäude, wo sie nahezu alle Schränke und Kommoden durchwühlten. Sie fanden etwas Bargeld, das sie an sich nahmen und wieder verschwanden. Wer in der jeweils relevanten Zeit im Bereich eines Tatorts verdächtige Personen oder Fahrzeuge gesehen hat, wird gebeten, sich mit der Kriminalpolizei, Telefon 07131 104-4444, in Verbindung zu setzen."
05.10.2014,Öhringen,,Albert-Neuffer-Straße,,,,"Lediglich 50 Euro erbeutete ein Einbrecher, der irgendwann zwischen Donnerstag und Sonntag ein Wohnhaus in der Albert-Neuffer-Straße in Öhringen heimsuchte. Offenbar hatte der bislang Unbekannte zuvor eine Kellertür aufgebrochen und nahezu das gesamte Wohnhaus nach Wertgegenständen durchwühlt. Die Höhe der entstandenen Sachschäden steht bislang noch nicht fest. Sachdienliche Zeugenhinweise nimmt die Polizei in Öhringen unter der Telefonnummer: 07941 930-0 entgegen."
05.11.2014,Bretzfeld,,Einsteinstraße,Arztpraxis,X,,"Unbekannte haben offensichtlich in der Nacht zum Mittwoch, vermutlich zwischen 1 und 2 Uhr, versucht, in eine Bretzfelder Arztpraxis in der Einsteinstraße einzubrechen. Zunächst manipulierten sie das Türschloss der Eingangstür zu dem dreistöckigen Wohn- und Geschäftsgebäude und gelangten so ins Treppenhaus. Die Tür zu den Praxisräumen im 1. Obergeschoß hielt den Bemühungen der Täter allerdings stand, so dass sie ohne Beute wieder abziehen mussten. Verdächtige Wahrnehmungen, die im Zusammenhang mit der Tat stehen könnten, sollten der Polizei in Bretzfeld, Telefon 07946 940010, gemeldet werden."
05.11.2014,Heilbronn,,Markgraf-Ludwig-Straße,,,,Auf ein Wohnhaus in der Heilbronner Markgraf-Ludwig-Straße hatte es in der Zeit von Samstag bis Mittwoch ein bislang Unbekannter abgesehen. Der Täter hatte eine Tür gewaltsam geöffnet und konnte so in das Innere des Gebäudes gelangen. Dort durchsuchte der Einbrecher sämtliche Räume. Nach dem bisherigen Ermittlungsstand dürfte er dabei Schmuck in noch unbekanntem Wert erbeutet haben. Sachdienliche Hinweise zum Einbruch nimmt die Heilbronner Polizei unter der Tel.Nr.: 07131 104-2500 entgegen.
05.12.2014,Schwaigern ,,Finkenweg,,,,"Am Freitag, 05.12.2014, in der Zeit von 11.45 - 21.30 Uhr, gingen Einbrecher ein Einfamilien-haus im Finkenweg an. Zunächst hebelten sie ein Fenster, welches zur Gartenseite hin gelegen ist, auf und gelangten so in das Wohnobjekt. Im Gebäudeinneren durchwühlten sie sämtliche Schränke und Behältnisse. Über die Höhe des Schadens ist noch nichts genaues bekannt. Zeugen die sachdienliche Hinweise zu dem Einbruch machen können, werden gebeten sich mit dem Polizeirevier in Lauffen unter Telefon 07133/2090 in Verbindung zu setzen."
05.12.2014,Löwenstein,Hirrweiler,Waldstraße,,,,"Am Laufe des Freitags waren in Löwenstein-Hirrweiler Einbrecher unterwegs. Dabei wurde in der Waldstraße und der Mainhardter Straße in Wohnhäuser eingebrochen. Von den Einbrechern wurden dabei Fenster und Türen aufgehebelt und so ein Sachschaden im vierstelligen Bereich angerichtet. Es wurde Schmuck mit einem Wert, der sich ebenfalls im vierstelligen Bereich bewegt, gestohlen. Hinweise an das Polizeirevier Weinsberg, Tel. 07134 9920"
05.12.2014,Löwenstein,Hirrweiler,Mainhardter Straße,,,,"Am Laufe des Freitags waren in Löwenstein-Hirrweiler Einbrecher unterwegs. Dabei wurde in der Waldstraße und der Mainhardter Straße in Wohnhäuser eingebrochen. Von den Einbrechern wurden dabei Fenster und Türen aufgehebelt und so ein Sachschaden im vierstelligen Bereich angerichtet. Es wurde Schmuck mit einem Wert, der sich ebenfalls im vierstelligen Bereich bewegt, gestohlen. Hinweise an das Polizeirevier Weinsberg, Tel. 07134 9920"
05.12.2014,Ilsfeld ,,Renntalstraße,Firmengebäude,,,"In der Nacht von Donnerstag auf Freitag brachen Unbekannte in eine Firma in Ilsfeld in der Renntalstraße ein. Die Einbrecher brachen Türen auf und stahlen EDV-Geräte sowie Bargeld. Der Wert des Diebesgutes beträgt mehrere Tausend Euro. Hinweise an den Polizeiposten Ilsfeld, Tel. 07062 915550"
05.12.2014,Heilbronn,Kirchhausen,Wormser Straße,,,,"Am Freitagnachmittag wurde in Heilbronn-Kirchhausen in zwei Häuser in der Mainzer und der Wormser Straße eingebrochen. Nach dem Aufhebeln von Fenstern und Türen gelangten die Einbrecher in die Wohnungen und konnten dort Schmuck und Bargeld im niedrigen vierstelligen Bereich stehlen. Zeugenhinweise an das Polizeirevier Heilbronn-Böckingen, Tel. 07131 204060"
05.12.2014,Mulfingen,,Am Kreuz,,,,"Im Laufe des Freitagvormittags wurde in eine Wohnung in einem Mehrfamilienhaus in Mulfingen, Am Kreuz, eingebrochen. Bei dem Einbruch entstand an der Wohnungseingangstüre ein Schaden von mehreren 100 Euro. Nach den ersten Ermittlungen wurde jedoch nichts gestohlen. Zeugen werden gebeten, sich beim Polizeiposten Krautheim, Tel. 06294 234, zu melden"
06.11.2014,Bad Friedrichshall,,Pfarrstraße,,X,,"Bad Friedrichshall: Einbrecher unterwegs Gleich zweimal schlugen unbekannte Einbrecher in Bad Friedrichshall , in der Pfarrstraße zu. Jeweils durch Aufhebeln der Terrassentüren, wurde versucht einzubrechen. In einem Fall gelang der Einbruch. Beim zweiten Haus blieb es beim Versuch. Erbeutet wurde von den Unbekannten auch beim gelungenen Einbruch nichts. Die Tatzeit lag am Donnerstag zwischen 17.00 und 20.00 Uhr, während der Abwesenheit der Hausbesitzer. Hinweise bitte an das Polizeirevier Neckarsulm, Tel.Nr. 07132/93710"
06.11.2014,Bad Friedrichshall,Jagstfeld,Badstraße,,,,"Mit der Bearbeitung eines Einbruchsdeliktes ist derzeit die Polizei Neckarsulm befasst. Ein Unbekannter hatte am Donnerstag, in der Zeit von 16.30 Uhr bis kurz vor Mitternacht die Tür eines Mehrfamilienhauses in der Bad Friedrichshall-Jagstfelder Badstraße aufgebrochen. Nachdem der Einbrecher in der Wohnung war, ließ er dort vermutlich zwei Armbanduhren mitgehen. Wahrscheinlich wurde nichts weiteres gestohlen. Die Höhe des angerichteten Sachschadens ist nicht bekannt. Die Polizei wurde erst am Samstag über den vorliegenden Sachverhalt informiert. Sachdienliche Hinweise zum Einbruch nimmt die Polizei Neckarsulm unter der Tel.Nr.: 07132 9371-0 entgegen."
06.11.2014,Bad Friedrichshall,,Pfarrstraße,,,,"Bad Friedrichshall: Einbrecher unterwegs Gleich zweimal schlugen unbekannte Einbrecher in Bad Friedrichshall , in der Pfarrstraße zu. Jeweils durch Aufhebeln der Terrassentüren, wurde versucht einzubrechen. In einem Fall gelang der Einbruch. Beim zweiten Haus blieb es beim Versuch. Erbeutet wurde von den Unbekannten auch beim gelungenen Einbruch nichts. Die Tatzeit lag am Donnerstag zwischen 17.00 und 20.00 Uhr, während der Abwesenheit der Hausbesitzer. Hinweise bitte an das Polizeirevier Neckarsulm, Tel.Nr. 07132/93710"
06.11.2014,Neckarsulm,,Neckarstraße,Apotheke,,,In Neckarsulm wurde zwischen 01:00 und 07:45 Uhr am Donnerstagmorgen in eine Apotheke in der Neckarstraße eingebrochen. Ein unbekannter Täter hebelte die Eingangstüre der Apotheke auf konnte so ins Innere der Apotheke gelangen. Im Inneren entwendete der Täter Geld aus der Kasse. Über weiteres Diebesgut und die Höhe des Sachschadens ist noch nichts bekannt. Sachdienliche Hinweise werden durch das Polizeirevier Neckarsulm unter der Telefonnummer: 07131/ 9471 0 entgegengenommen.
06.11.2014,Weinsberg,Gellmersbach,,,,,"In ein Einfamilienhaus am Ortsrand von Gellmersbach brachen Unbekannte in der Nacht zum Donnerstag ein. Im Gebäude durchsuchten die Täter offensichtlich in aller Ruhe Schränke und Kommoden. Sogar die Rückwand einer Holzkastenuhr und zwei Putztüren des Kamins öffneten die Langfinger, um nach Beute zu suchen. Sie öffneten aus unbekannten Gründen mehrere Fenster und die Terrassentüren, verließen den Tatort allerdings ohne Beute."
06.11.2014,Möckmühl,,Albert-Schweitzer-Straße,,,,"Am Spätnachmittag des Donnerstags, in der Zeit zwischen 15:30 und 18:15 Uhr, stiegen Einbrecher in ein Haus in der Möckmühler Albert-Schweitzer-Straße ein. Auch hier wurde alles durchsucht, am Ende fehlte etwas Bargeld."
06.11.2014,Neckarsulm,,Stuttgarter Straße,,,,"In Neckarsulm hatten sich Unbekannte ein Haus in der Stuttgarter Straße ausgesucht. Die Täter wuchteten mit einem Schraubendreher ein Fenster auf und stiegen durch dieses in das Gebäude ein, das komplett durchsucht wurde. Auch hier ging es offensichtlich nur um Bargeld, wovon sie auch einen kleineren Betrag fanden."
06.11.2014,Gemmingen,,Hengst,,,,"In Gemmingen wurde am Donnerstag in der Zeit von 16:20 Uhr bis 00:30 Uhr in ein Wohnhaus in der Straße ""Hengst"" eingebrochen. Die unbekannten Täter gelangten über ein gewaltsam geöffnetes Fenster auf der Gebäuderückseite in das Wohnhaus. Sie durchsuchten das Gebäude und nahmen Schmuck sowie Bargeld mit. Zeugen, die zum  Einbruch Hinweise geben kann, wird gebeten, sich mit der Kriminalpolizei Heilbronn, Telefon 07131 104-4444, oder mit dem zuständigen Polizeirevier in Verbindung zu setzen."
06.12.2014,Heilbronn,Horkheim,Siebenbürgerstraße,,X,,"Am Samstag, 06.12.2014 hörte eine aufmerksame Zeugin in der Siebenbürgenstraße zu-nächst verdächtige Geräusche aus der Wohnung ihrer Nachbarin. Bereits um 09.00 Uhr vernahm sie das Öffnen der Terrassentüre der Geschädigten, vermutete jedoch, dass ihre Nachbarin zu Hause ist. Am Nachmittag wurde die Zeugin auf das Zuschlagen der Gartentüre aufmerksam und beo-bachtete durch das Küchenfenster die Umgebung. Im Bereich der Terrasse ihrer Nachbarin konnte sie einen unbekannten Mann erkennen, den sie wie folgt beschreibt: Mollige Statur, 30 - 40 Jahre alt, kurze dunkle Haare, dunkler Hauttyp, 3 Tage-Stoppelbart. Die Zeugin wurde nun doch unsicher und rief an der Arbeitstelle ihrer Nachbarin an. Diese bat sie die Wohnung zu überprüfen. Bei der anschließenden Überprüfung konnte die Nachbarin dann feststellen, dass die Terrassentüre lediglich zugezogen und nicht verriegelt war, ein daneben befindliches Fenster war gekippt. Als die Nachbarin schließlich von der Arbeit nach Hause kam, begaben sich die beiden Frauen erneut in die Wohnung. Dort konnten sie bemerken, dass sich an der Haustüre frische Hebelspuren befanden. Veränderungen oder fehlende Wertgegenstände waren nicht festzustellen. Der Täter wurde vielleicht durch das Laute Bellen des in der Wohnung befindlichen Hundes der Geschädigten gestört. Sachdienliche Hinweise, insbesondere zu dem beobachteten Unbekannten, nimmt das Polizeirevier Heilbronn unter 07131/104-2500 entgegen."
06.12.2014,Heilbronn,,Charlottenstraße,Einkaufsmöglichkeit,,,"Auf ein Bekleidungsgeschäft in der Heilbronner Charlottenstraße hatte es ein bislang Unbekannter in der Zeit von Samstag, 16.30 Uhr, bis Montag, 09.00 Uhr, abgesehen. Der Täter hatte sich gewaltsam Zugang zu dem Gebäude verschafft und suchte vermutlich in dessen Innern gezielt nach Bargeld. Wahrscheinlich wurde nichts gestohlen. Die Höhe des angerichteten Sachschadens ist derzeit noch nicht bekannt. Sachdienliche Hinweise nimmt die Polizei Heilbronn unter der Tel.Nr.: 07131 104-2500 entgegen."
06.12.2014,Ilsfeld ,Auenstein,Burgweg,,,,"Auf rund 100 Euro dürfte sich der Sachschaden belaufen, welcher ein bislang Unbekannter bei einem Einbruch in eine Halle in der Ilsfeld-Auensteiner Straße ""Burgweg"" in der Zeit von Freitag, 18.00 Uhr, bis Montag, 07.00 Uhr anrichtete. Der Täter hatte dort eine Tür gewaltsam geöffnet und sich so Zutritt zu dem Gebäude verschafft. Vermutlich fiel dem Einbrecher nichts Stehlenswertes in die Hände. Sachdienliche Hinweise nimmt in diesem Fall die Polizei Ilsfeld unter der Tel.Nr.: 07062 91555-0 entgegen."
06.12.2014,Langenbrettach ,Brettach,Hauptstraße,,,,"In der Zeit von Samstag, 06. Dezember 2014, 12:20 Uhr, bis Sonntag, 07. Dezember 2014, 16:30 Uhr, wuchtete ein unbekannter Täter in der Langenbrettach-Brettacher Hauptstraße das Fenster zu einem Wohnhaus auf und konnte so in das Gebäudeinnere gelangen. Nach derzeitigen Ermittlungen öffnete der Täter mehrere Schränke und durchstöberte ein Regal, von dem er mehrere Musik-CDs in noch unbekanntem Wert mitgehen ließ. Der angerichtete Sachschaden ist recht gering. Personen, die zu diesem Zeitraum im Bereich des Tatortes verdächtige Personen oder Fahrzeuge wahrnehmen konnten, werden gebeten, sich unter der Telefonnummer 07131 104-4444 mit der Kriminalpolizei Heilbronn in Verbindung zu setzen."
06.12.2014,Bad-Rappenau,Grombach,Rathausstraße,,,,"Einfamilienhaus aufgebrochen Am Samstag, 06.12.2014, in der Zeit zwischen 11.00 - 20.00 Uhr, gingen Einbrecher ein Einfamileinhaus in der Rathausstraße an. Der oder die Täter wuchteten die Terrassentüre des Objektes auf und gelangten so in die da-hinterliegenden Wohnräumlichkeiten. Im Erd- und im Obergeschoß wurden alle Räumlichkeiten durchsucht. Entwendet wurden nach derzeitigem Ermittlungsstand ein Bargeldbetrag in vierstelliger Höhe, zwei ältere Handys, eine Armbanduhr und diverse Schmuckstücke. Sachdienliche Hinweise erbittet das Revier Eppingen unter Telefon 07266/60950"
06.12.2014,Brackenheim,,Chemnitzer Straße ,,,,"Am Samstag, 06.12.2014, zwischen 13.15 Uhr - 18.50 Uhr brachen Einbrecher eine Wohnräumlichkeit in der Chemnitzer Straße auf. Der oder die Täter stemmten zunächst das Fenster zum Eßzimmer auf. Anschließend entfernte er das davor befindliche Fliegengitter und legte es auf dem Boden ab. Auffallend war, das diverse Gegenstände, die auf der Fensterbank abge-stellt waren beim Eindringen des Täters zu Boden fielen und dann vom Täter wieder ordentlich aufgestellt wurden. Nach dem Betreten der Wohnung wird ein Sekretär durchsucht. In den weiteren Räumlichkeiten wird vom Täter ein vierstelliger Bargeldbetrag in Scheingeld vorgefunden und entwendet. Aus einer Schmuckschatulle werden von dem Täter drei hochwertige und auffällige Ringe im nahezu fünfstelligen Gesamtwert entwendet. Der oder die Täter hielten sich wohl nur im Erdgeschoß auf und verließen das Haus über eine Terrassentüre, die sie von innen öffneten und von außen wieder zuschoben. Zeugen werden gebeten sich unter Telefon 07133/2090 beim Polizeirevier Lauffen zu melden."
06.12.2014,Erlenbach,,Friedenstraße,Gaststätte,,,"Am Samstag, 06.12.2014, in der Zeit zwischen 18.30 - 19.30 Uhr, war die Eigentümerin einer Gaststätte in der Friedenstraße kurz außer Haus. Als sie um halb acht wieder nach Hause kam und Licht machte, bemerkte sie einen Mann, der aus dem Küchenfenster der Besenwirtschaft flüchtete und draußen etwas rief. Die Geschädigte vermutet, dass ein weiterer Täter vor dem Objekt Schmiere stand. Der Einbrecher flüchtete schließlich über ein Flachdach einer angren-zenden Halle. Den Mann konnte die Besitzerin nicht näher beschreiben. Vermutlich drangen die Täter über ein Küchenfenster an der Südwestseite der Besenwirtschaft in das Objekt ein und gelangten über den Flur und das Treppenhaus in die Privatwohnung der Geschädigten. Dort wurde die Wohnungstüre aufgebrochen und es wurden verschiede Schränke durchsucht. Ob etwas entwendet wurde, kann im Moment nicht gesagt werden. Zeugen die verdächtige Wahrnehmungen gemacht haben, werden gebeten sich beim Polizeirevier Neckarsulm unter Telefon 07132/93710 zu melden."
06.12.2014,Gemmingen,,Robert-Bosch-Straße,Firmengebäude,,,"In der Nacht von Freitag auf Samstag warfen wohl unbekannte Täter mit einem Stein ein Toilettenfenster an einer Fertigungshalle einer Firma in der Robert-Bosch-Straße ein. Der oder die Täter entriegelten schließlich das Fenster und stiegen in das Untergeschoß des angeschlossenen Bürotraktes ein. Im Anschluss durchsuchten sie sämtliche Büroräume im Unter- und Obergeschoß. Aus einem Schrank eines Angestellten im Obergeschoß entwendeten sie ein Lap-Top sowie einen Beamer. Durch ein geöffnetes Fenster im Untergeschoß verließen sie das Gebäude wieder. Der angerichtete Sachschaden am Gebäude beläuft sich auf 1000 Euro, den Wert des Diebesgutes beziffert der Geschädigte und die Polizei auf ca. 2000 Euro."
06.12.2014,Gemmingen,,Industriestraße,,,,Vermutlich die gleichen Täter wie beim Einbruch in das Firmengebäude in der selben Nacht gehen in der Industriestraße ein Einfamilienhaus an. Hier brachen sie ein Fenster zum Gäste-WC auf und gelangten so in das Innere. Sie durchsuchten und durchwühlten sämtliche Schränke und Schubladen. In einem Raum entwendeten sie einen kleinen grauen Möbeltresor mit Zahlenschloss in dem sich Bargeld und eine Münzsammlung befanden. Aus einem weiteren Tresor entwendeten die Täter nochmals eine kleinere Münzsammlung im Werte von ca. 1000 Euro. Zwei an der Hauswand angebrachte Lampen mit Bewegungsmeldern rissen die Täter ab. Zeugen zu den Einbrüchen werden gebeten sich beim Polizeirevier Eppingen unter Telefon 07262/60950 zu melden.
07.10.2014,Heilbronn,Sontheim,,Gaststätte,,,"Noch unklar ist die Höhe des Diebstahl- und Sachschadens, der bei einem Einbruch in eine Gaststätte in Sontheim am Dienstag entstand. In der Zeit zwischen 2:50 und 16:45 Uhr drangen Unbekannte nach Aufhebeln einer Notausgangtüre in die Gaststätte ein. Dort brachen sie gewaltsam drei aufgestellte Geldspielautomaten auf und entwendeten daraus das Münzgeld. Die Heilbronner Kripo, Telefon 07131 104-4444, sucht Zeugen, die verdächtige Wahrnehmungen gemacht haben."
07.11.2014,Neuenstein ,,Dieselstraße,Firmengebäude,,,"In der Nacht zum Freitag waren Einbrecher in der Neuensteiner Dieselstraße am Werk. Kurz vor 2 Uhr überstiegen sie die zwei Meter hohe Umzäunung zum Gelände eines dort ansässigen Kfz-Betriebs und verschafften sich über ein Fenster an der Rückseite gewaltsam Zugang zum Firmengebäude. Allerdings lösten die Eindringlinge die Alarmanlage aus und hatten wenig Zeit zu agieren. Sie fanden einen dreistelligen Bargeldbetrag, erbeuteten aber auch einen hochwertigen Bosch-Kaffeeautomaten bevor sie die Flucht ergriffen. Vom Alarmeingang bis zum Verschwinden der Täter war nicht einmal eine Viertelstunde vergangen, so dass diese in großer Eile gewesen sein dürften. Womöglich kommt ein dunkelblauer VW Passat Diesel Kombi mit ausländischem Kennzeichen als Fluchtauto in Frage. Dieses Fahrzeug war zuvor in der Nähe der Autofirma gesehen worden. Eventuell haben Verkehrsteilnehmer oder Anwohner verdächtige Beobachtungen im Bereich des Tatortes gemacht. Sie sollten sich bei der Polizei in Öhringen, Telefon 07941 9300, melden."
07.12.2014,Neckarsulm,,Salinenstraße 51,Kindergarten,,,"Unbekannte Täter brachen in der Zeit von Freitag, 05. Dezember 2014, 17:00 Uhr, bis Montag, 08. Dezember 2014, 06:45 Uhr, in einen Kindergarten in der Neckarsulmer Salinenstraße ein. Dabei entwendeten sie Bargeld und Schlüssel der Schließanlage. Zudem wurden die weitere Behältnisse aufgehebelt. Über den Sachschaden und den Wert des Diebesgutes ist bislang noch nichts bekannt. Zeugen, die in diesem Zeitraum im Bereich des Kindergartens Verdächtiges beobachtet haben, werden gebeten sich unter der Telefonnummer 07132 9371-0 bei der Polizei Neckarsulm zu melden."
07.12.2014,Massenbachhausen,,Heilbronner Straße ,Einkaufsmöglichkeit,,,"Unbekannte Täter wuchteten im Zeitraum von Sonntag, 07. Dezember 2014, 11:30 Uhr, bis Montag, 08. Dezember, 04:20 Uhr, die Außentüre eines Einkaufsladens in Massenbachhausen, Heilbronner Straße, auf und gelangten dadurch in die darin angegliederte Bäckereifiliale. Die Täter entwendeten dort zwei Kasseneinsätze mit Bargeld. Zeugen, die in diesem Zeitraum im Bereich der Heilbronner Straße verdächtige Personen oder Fahrzeuge gesehen haben werden gebeten, sich unter der Telefonnumer 07133 209-0 bei der Polizei Lauffen zu melden."
08.10.2014,Leingarten,,Karlsruher Straße,Einkaufsmöglichkeit,,,"Bereits in der Nacht zum Mittwoch verschafften sich bislang unbekannte Einbrecher gewaltsam Zutritt in zwei Leingartener Geschäfte. Zunächst brachen die Täter mit äußerst brachialer Gewalt eine Eingangstüre zu einem Schreibwarengeschäft in der Karlsruher Straße auf und durchstöberten den Verkaufsraum nach möglichem Diebesgut. Neben Bargeld in vierstelliger Höhe entwendeten die Diebe ein iPad sowie einige Wertgegenstände. Ferner verschafften sich die Täter Zugang in die Räumlichkeiten eines angrenzenden Pizzalieferservices. Auch dort wurde das Inventar nach möglichem Diebesgut durchsucht. Neben einem älteren Mobiltelefon entwendeten die Einbrecher zwei mobile Navigationsgeräte. Der Wert der entwendeten Gegenstände wird auf mehrere hundert Euro geschätzt. Einen möglichen Tatzusammenhang mit den Einbrüchen in der darauffolgenden Nacht in Kindergärten sowie einer Schule wird derzeit nicht ausgeschlossen. Zeugen, die sachdienliche Hinweise geben können, sollten sich unter Telefon 07133 209-0 bei der Polizei melden."
08.10.2014,Leingarten,,Karlsruher Straße,Einkaufsmöglichkeit,,,"Bereits in der Nacht zum Mittwoch verschafften sich bislang unbekannte Einbrecher gewaltsam Zutritt in zwei Leingartener Geschäfte. Zunächst brachen die Täter mit äußerst brachialer Gewalt eine Eingangstüre zu einem Schreibwarengeschäft in der Karlsruher Straße auf und durchstöberten den Verkaufsraum nach möglichem Diebesgut. Neben Bargeld in vierstelliger Höhe entwendeten die Diebe ein iPad sowie einige Wertgegenstände. Ferner verschafften sich die Täter Zugang in die Räumlichkeiten eines angrenzenden Pizzalieferservices. Auch dort wurde das Inventar nach möglichem Diebesgut durchsucht. Neben einem älteren Mobiltelefon entwendeten die Einbrecher zwei mobile Navigationsgeräte. Der Wert der entwendeten Gegenstände wird auf mehrere hundert Euro geschätzt. Einen möglichen Tatzusammenhang mit den Einbrüchen in der darauffolgenden Nacht in Kindergärten sowie einer Schule wird derzeit nicht ausgeschlossen. Zeugen, die sachdienliche Hinweise geben können, sollten sich unter Telefon 07133 209-0 bei der Polizei melden."
08.10.2014,Brackenheim,,Neipperger Straße,,,,"Die Abwesenheit der Hausbewohner nutzte ein bislang Unbekannter am Mittwochmittag in der Neipperger Straße in Brackenheim aus. Zwischen 11:30 und 13:30 Uhr gelangte er auf bislang noch nicht bekannte Weise ins Haus. Er durchsuchte verschiedene Räumlichkeiten. Nach bisherigen Erkenntnissen fehlen seither eine Damenuhr, drei Ringe und mehrere Halsketten. Der Wert des Diebesguts ist noch nicht bekannt. Zeugenhinweise nimmt die Brackenheimer Polizei unter Telefon 07135 6096 entgegen."
08.10.2014,Forchtenberg,,Allmand,Einkaufsmöglichkeit,,,"Bargeld, Zigaretten, eine Navigationsgerät TomTom und vier Winterreifen der Marke Lassa, 185/60 R 15 84 T, entwendeten bislang Unbekannte bei einem Einbruch in ein Forchtenberger Autohaus im Allmand. In der Zeit zwischen Dienstagabend, 19:00 Uhr, und Mittwochmorgen, 7:00 Uhr, wuchteten sie eine Gebäudetüre auf und gelangten so ins Innere. Der Diebstahlsschaden beträgt einige tausend Euro; der angerichtete Sachschaden ebenfalls. Die Beamten des Polizeipostens Niedernhall, Telefon 07940 8294, suchen Zeugen, die in der Tatnacht im Bereich des Industriegebiets verdächtige Wahrnehmungen gemacht haben."
08.11.2014,Niedernhall,,Brückenwiesenweg 8,Schule,,,"Einbrecher versuchten bereits am vergangenen Wochenende, vermutlich in der Zeit zwischen Freitag, 20.30 Uhr, und Samstag, 13.30 Uhr, in das Bildungszentrum in Niedernhall einzudringen. Mit einem unbekannten Werkzeug bearbeiteten sie insgesamt fünf Zugangstüren zu dem Gebäude im Brückenwiesenweg; alle hielten jedoch den Bemühungen der Täter stand. Es entstand hoher Sachschaden. Entwendet wurde nichts. Die Tat steht eventuell im Zusammenhang mit dem im gleichen Zeitraum verübten Einbruch in das Niedernhaller Rathaus in der Hauptstraße. Auch dort fanden die unbekannten Eindringlinge offensichtlich nichts Stehlenswertes, hinterließen aber Chaos und diverse Beschädigungen. Der Polizeiposten Niedernhall nimmt unter der Telefonnummer 07940 8294 sachdienliche Hinweise zu den beiden Strafdelikten entgegen."
08.11.2014,Niedernhall,,Hauptstraße 30,,,,"Einbrecher versuchten bereits am vergangenen Wochenende, vermutlich in der Zeit zwischen Freitag, 20.30 Uhr, und Samstag, 13.30 Uhr, in das Bildungszentrum in Niedernhall einzudringen. Mit einem unbekannten Werkzeug bearbeiteten sie insgesamt fünf Zugangstüren zu dem Gebäude im Brückenwiesenweg; alle hielten jedoch den Bemühungen der Täter stand. Es entstand hoher Sachschaden. Entwendet wurde nichts. Die Tat steht eventuell im Zusammenhang mit dem im gleichen Zeitraum verübten Einbruch in das Niedernhaller Rathaus in der Hauptstraße. Auch dort fanden die unbekannten Eindringlinge offensichtlich nichts Stehlenswertes, hinterließen aber Chaos und diverse Beschädigungen. Der Polizeiposten Niedernhall nimmt unter der Telefonnummer 07940 8294 sachdienliche Hinweise zu den beiden Strafdelikten entgegen."
08.11.2014,Neckarzimmern,,,Gartenhaus,,,"Am Samstagvormittag, 08.11.2014, kurz nach 09.00 Uhr, stellte der Besitzer eines Gartengrundstücks fest, dass in der Nacht in sein Gartenhaus eingebrochen wurde. Der oder die bisher unbekannten Einbrecher hatten die Lampe und den Bewegungsmelder abgerissen. Das Fenster war aufgehebelt worden und die Türe beschädigt. Aus dem Gartenhaus fehlten ein Stromaggregat und einige Flaschen Bier. Der Sachschaden konnte noch nicht beziffert werden."
08.12.2014,Heilbronn,Biberach,Finkenbergstraße,Einkaufsmöglichkeit,,,"Unbekannte Täter verschafften sich in der Zeit von Sonntag, 07:30 Uhr, bis Montag, 05:40 Uhr, Zutritt zu einer Bäckereifiliale in einem Lebensmitteldiscounter in Heilbronn-Biberach, Finkenbergstraße. Dabei entwendeten sie etwas Bargeld. Der angerichtete Sachschaden beläuft sich auf zirka 2.000 Euro. Zeugen, die sachdienliche Hinweise über verdächtige Personen oder Fahrzeuge in diesem Bereich erbringen können, werden gebeten sich unter der Telefonnummer 07131 20406-0 bei der Polizei Heilbronn-Böckingen zu melden."
08.12.2014,Heilbronn,,Erlenbacher Straße,,,,"Am Montag, 08. Dezember 2014, zwischen 06:10 Uhr und 19:35 Uhr drangen unbekannte Täter gewaltsam in ein Einfamilienhaus in der Heilbronner Erlenbacher Straße ein. Dabei durchsuchten sie mehrere Räume und nahmen unter anderem elektronische Gegenstände mit. Über den Wert des Diebesgutes und den verursachten Sachschaden ist bislang nichts bekannt. Zeugen, die zu dieser Zeit im Bereich des Tatortes verdächtige Personen oder Fahrzeuge beobachten konnten, werden gebeten sich bei der Polizei Heilbronn unter der Telefonnumer 07131 104-2500 zu melden."
